ID,User,OrderType,OrderAmount,TotalMin,Charge,OrderDate
1,,chat,0.00,0,"17-06-2024 10:10"
2,,chat,0.00,0,"17-06-2024 10:07"
3,,chat,4.00,2,"17-06-2024 10:05"
4,,call,0.00,0,"17-06-2024 10:04"
5,,call,0.00,0,"17-06-2024 10:04"
6,,call,2.00,1,"17-06-2024 10:03"
7,,chat,10.00,5,"17-06-2024 10:01"
8,,chat,2.00,1,"13-06-2024 06:23"
9,,call,2.00,1,"13-06-2024 06:21"
10,,call,2.00,1,"13-06-2024 06:21"
11,,call,0.00,0,"13-06-2024 06:20"
12,,chat,0.00,1,"13-06-2024 05:57"
